Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
472,Square earrings with a hole and a pearl (P11008AU),<p>Feminine and incredibly beautiful jewelry for any occasion. The size of the earring is 1.5 cm x 1.2 cm. Gold-plated earrings.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Square earrings with a hole and a pearl (P11008AU),,,,,5900601106895,6.0,,100,deny,manual,9.8,,TRUE,TRUE,,,1,Square earrings with a hole and a pearl (P11008AU),FALSE,Square earrings with a hole and a pearl (P11008AU),Feminine and incredibly beautiful jewelry for any occasion. The size of the earring is 1.5 cm x 1.2 cm. Gold-plated earrings.,,Woman,Adult,,Woman,Square earrings with a hole and a pearl (P11008AU),new,,,,,,,,g,,,,,active
473,Flower earrings with crystals (P11081AG),"<p>Feminine and elegant earrings with Swarovski crystals perfectly match dresses, jumpsuits and suits. Length of the earring 2cm, width of the earring 1cm. Silver plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Flower earrings with crystals (P11081AG),,,,,5900601110137,3.0,,100,deny,manual,14.21,,TRUE,TRUE,,,1,Flower earrings with crystals (P11081AG),FALSE,Flower earrings with crystals (P11081AG),"Feminine and elegant earrings with Swarovski crystals perfectly match dresses, jumpsuits and suits. Length of the earring 2cm, width of the earring 1cm. Silver plated earrings.",,Woman,Adult,,Woman,Flower earrings with crystals (P11081AG),new,,,,,,,,g,,,,,active
475,Double wheel clips from the Classic collection (E6471AU),<p>Gold-plated clips. Clip size 2cm/1.3cm.</p>,Colibra,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",Clips,Clips,TRUE,Title,Double wheel clips from the Classic collection (E6471AU),,,,,5900601022782,8.0,,100,deny,manual,13.4,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/475/70204-Klipsy-podwojne-kola-z-kolekcji-Classic-E6471AU-475-E6471AU.jpg,1,Double wheel clips from the Classic collection (E6471AU),FALSE,Double wheel clips from the Classic collection (E6471AU),<p>Gold-plated clips.</p><p> Clip size 2cm/1.3cm.</p>,,Woman,Adult,,Woman,Double wheel clips from the Classic collection (E6471AU),new,,,,,,,https://drop.seltu.pl/images/colibra/475/70204-Klipsy-podwojne-kola-z-kolekcji-Classic-E6471AU-475-E6471AU.jpg,g,,,,,active
474,Pearl clips (E4494AU),<p>Clips are a perfect solution for women who do not wear earrings. Gold-plated clips with a pearl. Clip size 1.5cm x 0.8cm.</p>,Colibra,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",Clips,Clips,TRUE,Title,Pearl clips (E4494AU),,,,,5900601004665,2.0,,100,deny,manual,9.48,,TRUE,TRUE,,,1,Pearl clips (E4494AU),FALSE,Pearl clips (E4494AU),Clips are a perfect solution for women who do not wear earrings. Gold-plated clips with a pearl. Clip size 1.5cm x 0.8cm.,,Woman,Adult,,Woman,Pearl clips (E4494AU),new,,,,,,,,g,,,,,active
476,Wheel clips from the Classic collection (E1393/2AU),<p>The wheels are undoubtedly a classic among all earrings. We have various designs and sizes. Choose your favorites or try them all! Clips diameter approx. 3.3 cm. The width of the wheels 0.4 cm.</p>,Colibra,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",Clips,Clips,TRUE,Title,Wheel clips from the Classic collection (E1393/2AU),,,,,5900601061651,9.0,,100,deny,manual,12.48,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/476/70847-Klipsy-kola-z-kolekcji-Classic-E13932AU-476-E1393/2AU.jpg,1,Wheel clips from the Classic collection (E1393/2AU),FALSE,Wheel clips from the Classic collection (E1393/2AU),<p>Hoops are undoubtedly a classic among all earrings. We have various designs and sizes. Choose your favorites or try them all! Clips diameter approx. 3.3 cm. Wheel width 0.4 cm.</p>,,Woman,Adult,,Woman,Wheel clips from the Classic collection (E1393/2AU),new,,,,,,,https://drop.seltu.pl/images/colibra/476/70847-Klipsy-kola-z-kolekcji-Classic-E13932AU-476-E1393/2AU.jpg,g,,,,,active
478,Hanging clips with pearl from the Classic collection (E9785AU),<p>Gold-plated clips with a pearl. Clip length 5cm.</p>,Colibra,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",Clips,Clips,TRUE,Title,Hanging clips with pearl from the Classic collection (E9785AU),,,,,5900601070837,4.0,,100,deny,manual,13.64,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/478/69763-Klipsy-wiszace-z-perla-z-kolekcji-Classic-E9785AU-478-E9785AU.png,1,Hanging clips with pearl from the Classic collection (E9785AU),FALSE,Hanging clips with pearl from the Classic collection (E9785AU),Gold-plated clips with a pearl. Clip length 5cm.,,Woman,Adult,,Woman,Hanging clips with pearl from the Classic collection (E9785AU),new,,,,,,,https://drop.seltu.pl/images/colibra/478/69763-Klipsy-wiszace-z-perla-z-kolekcji-Classic-E9785AU-478-E9785AU.png,g,,,,,active
480,Geometric clips (E9690AU),<p>Clips are a great solution for women who do not wear earrings. We have many designs and sizes! Choose your favorite one and show your style. Clip dimensions 6cm x 0.6cm.</p>,Colibra,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",Clips,Clips,TRUE,Title,Geometric clips (E9690AU),,,,,5900601087248,8.0,,100,deny,manual,14.21,,TRUE,TRUE,,,1,Geometric clips (E9690AU),FALSE,Geometric clips (E9690AU),Clips are a great solution for women who do not wear earrings. We have many designs and sizes! Choose your favorite one and show your style. Clip dimensions 6cm x 0.6cm.,,Woman,Adult,,Woman,Geometric clips (E9690AU),new,,,,,,,,g,,,,,active
481,Ball necklace (C6952AU),"<p>Incredibly universal jewelery with a ball motif, perfect for any occasion. The length of the necklace is 40cm + 10cm extension. Gold-plated necklace.</p>",Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Ball necklace (C6952AU),,,,,5900601002388,9.0,,100,deny,manual,18.63,,TRUE,TRUE,,,1,Ball necklace (C6952AU),FALSE,Ball necklace (C6952AU),"Incredibly universal jewelery with a ball motif, perfect for any occasion. The length of the necklace is 40cm + 10cm extension. Gold-plated necklace.",,Woman,Adult,,Woman,Ball necklace (C6952AU),new,,,,,,,,g,,,,,active
481,Ball necklace (C6952AU),"<p>Incredibly universal jewelery with a ball motif, perfect for any occasion. The length of the necklace is 40cm + 10cm extension. Gold-plated necklace.</p>",Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Ball necklace (C6952AU),,,,,5900601002388,9.0,,100,deny,manual,18.63,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/481/62017-Naszyjnik-z-kulkami-C6952AU-481-C6952AU.png,2,Ball necklace (C6952AU),FALSE,Ball necklace (C6952AU),"Incredibly universal jewelery with a ball motif, perfect for any occasion. The length of the necklace is 40cm + 10cm extension. Gold-plated necklace.",,Woman,Adult,,Woman,Ball necklace (C6952AU),new,,,,,,,,g,,,,,active
485,Ball necklace (C6952AG),"<p>Incredibly universal jewelery with a ball motif, perfect for any occasion. The length of the necklace is 40cm + 10cm extension. Silver plated necklace.</p>",Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Ball necklace (C6952AG),,,,,5900601019133,9.0,,100,deny,manual,18.63,,TRUE,TRUE,,,1,Ball necklace (C6952AG),FALSE,Ball necklace (C6952AG),"Incredibly universal jewelery with a ball motif, perfect for any occasion. The length of the necklace is 40cm + 10cm extension. Silver plated necklace.",,Woman,Adult,,Woman,Ball necklace (C6952AG),new,,,,,,,,g,,,,,active
487,Necklace with a single heart (C9838AU),"<p>Jewelry with hearts is the perfect gift idea for a loved one, as well as a perfect addition to many styles. The length of the necklace is 44cm. Heart size 2cm x 2cm. Gold-plated necklace.</p>",Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Necklace with a single heart (C9838AU),,,,,5900601042872,6.0,,100,deny,manual,12.25,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/487/64892-Naszyjnik-z-jednolitym-sercem-C9838AU-487-C9838AU.jpg,1,Necklace with a single heart (C9838AU),FALSE,Necklace with a single heart (C9838AU),"Jewelry with hearts is the perfect gift idea for a loved one, as well as a perfect addition to many styles. The length of the necklace is 44cm. Heart size 2cm x 2cm. Gold-plated necklace.",,Woman,Adult,,Woman,Necklace with a single heart (C9838AU),new,,,,,,,https://drop.seltu.pl/images/colibra/487/64892-Naszyjnik-z-jednolitym-sercem-C9838AU-487-C9838AU.jpg,g,,,,,active
489,Twig necklace (C9929AG P.MAT),<p>A delicate necklace with Swarovski crystals is the perfect complement to a styling for a special occasion. Length of the necklace 35 cm plus 12 cm extensions. Silver plated necklace.</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Twig necklace (C9929AG P.MAT),,,,,5900601048942,20.0,,100,deny,manual,34.8,,TRUE,TRUE,,,1,Twig necklace (C9929AG P.MAT),FALSE,Twig necklace (C9929AG P.MAT),A delicate necklace with Swarovski crystals is the perfect complement to a styling for a special occasion. Length of the necklace 35 cm plus 12 cm extensions. Silver plated necklace.,,Woman,Adult,,Woman,Twig necklace (C9929AG P.MAT),new,,,,,,,,g,,,,,active
490,Necklace with a wrapped heart (C8674AU),<p>A necklace with hearts is a great gift idea and the perfect complement to any styling. The length of the necklace is 42cm. Element size 1.7cm x 1.5cm. Gold-plated necklace.</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Necklace with a wrapped heart (C8674AU),,,,,5900601062092,5.0,,100,deny,manual,13.23,,TRUE,TRUE,,,1,Necklace with a wrapped heart (C8674AU),FALSE,Necklace with a wrapped heart (C8674AU),A necklace with hearts is a great gift idea and the perfect complement to any styling. The length of the necklace is 42cm. Element size 1.7cm x 1.5cm. Gold-plated necklace.,,Woman,Adult,,Woman,Necklace with a wrapped heart (C8674AU),new,,,,,,,,g,,,,,active
494,Double heart chain (C8685AU),<p>A chain with hearts is a great gift idea and a perfect complement to any styling. The length of the necklace is 47cm. Heart size 2cm x 1.5cm. Gold-plated bracelet.</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Double heart chain (C8685AU),,,,,5904238840740,3.0,,100,deny,manual,14.21,,TRUE,TRUE,,,1,Double heart chain (C8685AU),FALSE,Double heart chain (C8685AU),A chain with hearts is a great gift idea and a perfect complement to any styling. The length of the necklace is 47cm. Heart size 2cm x 1.5cm. Gold-plated bracelet.,,Woman,Adult,,Woman,Double heart chain (C8685AU),new,,,,,,,,g,,,,,active
498,Knot necklace (C10776AU),"<p>Chains are loved by ladies who want to make their stylizations expressive. And you, which model will you choose? Chain length 44 cm + 9 cm extension. Knot length 6cm. Gold-plated necklace.</p>",Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Knot necklace (C10776AU),,,,,5900601095786,6.0,,100,deny,manual,17.15,,TRUE,TRUE,,,1,Knot necklace (C10776AU),FALSE,Knot necklace (C10776AU),"Chains are loved by ladies who want to make their stylizations expressive. And you, which model will you choose? Chain length 44 cm + 9 cm extension. Knot length 6cm. Gold-plated necklace.",,Woman,Adult,,Woman,Knot necklace (C10776AU),new,,,,,,,,g,,,,,active
499,Necklace with crystals in the middle (C10857AU),<p>Jewelry with Swarovski crystals fits both elegant styling and everyday look. The length of the necklace is 48cm. The size of the pendant is 2.5 cm x 1.3 cm. Gold-plated necklace.</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Necklace with crystals in the middle (C10857AU),,,,,5900601099999,4.0,,100,deny,manual,12.74,,TRUE,TRUE,,,1,Necklace with crystals in the middle (C10857AU),FALSE,Necklace with crystals in the middle (C10857AU),Jewelry with Swarovski crystals fits both elegant styling and everyday look. The length of the necklace is 48cm. The size of the pendant is 2.5 cm x 1.3 cm. Gold-plated necklace.,,Woman,Adult,,Woman,Necklace with crystals in the middle (C10857AU),new,,,,,,,,g,,,,,active
511,Square Clips (E8388AU P.MAT),<p>Clips are a great solution for women who do not wear earrings. We have many designs and sizes! Choose your favorite and show your style. The clip size is 1.2cm x 1.2cm.</p>,Colibra,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",Clips,Clips,TRUE,Title,Square Clips (E8388AU P.MAT),,,,,5900601141131,5.0,,100,deny,manual,12.25,,TRUE,TRUE,,,1,Square Clips (E8388AU P.MAT),FALSE,Square Clips (E8388AU P.MAT),Clips are a great solution for women who do not wear earrings. We have many designs and sizes! Choose your favorite and show your style. The clip size is 1.2cm x 1.2cm.,,Woman,Adult,,Woman,Square Clips (E8388AU P.MAT),new,,,,,,,,g,,,,,active
511,Square Clips (E8388AU P.MAT),<p>Clips are a great solution for women who do not wear earrings. We have many designs and sizes! Choose your favorite and show your style. The clip size is 1.2cm x 1.2cm.</p>,Colibra,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",Clips,Clips,TRUE,Title,Square Clips (E8388AU P.MAT),,,,,5900601141131,5.0,,100,deny,manual,12.25,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/511/71235-Klipsy-kwadraty-E8388AU-PMAT-511-E8388AU P.MAT.jpg,2,Square Clips (E8388AU P.MAT),FALSE,Square Clips (E8388AU P.MAT),Clips are a great solution for women who do not wear earrings. We have many designs and sizes! Choose your favorite and show your style. The clip size is 1.2cm x 1.2cm.,,Woman,Adult,,Woman,Square Clips (E8388AU P.MAT),new,,,,,,,,g,,,,,active
512,Pearl earrings (P11285AU),<p>Feminine and incredibly beautiful jewelry for any occasion. The dimensions of the earring are 2.5 cm x 1 cm. Gold-plated earrings.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Pearl earrings (P11285AU),,,,,5900601141452,3.0,,100,deny,manual,9.31,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/512/70573-Kolczyki-z-perlami-P11285AU-512-P11285AU.jpg,1,Pearl earrings (P11285AU),FALSE,Pearl earrings (P11285AU),Feminine and incredibly beautiful jewelry for any occasion. The dimensions of the earring are 2.5 cm x 1 cm. Gold-plated earrings.,,Woman,Adult,,Woman,Pearl earrings (P11285AU),new,,,,,,,https://drop.seltu.pl/images/colibra/512/70573-Kolczyki-z-perlami-P11285AU-512-P11285AU.jpg,g,,,,,active
516,Bracelet with crystals (B11350AU),<p>Jewelry with Swarovski crystals fits both elegant styling and everyday look. Gold-plated bracelet. Length of the bracelet 19cm + 5cm extension.</p>,Colibra,Apparel & Accessories > Jewelry > Bracelets,Bracelets,Bracelets,TRUE,Title,Bracelet with crystals (B11350AU),,,,,5900601145627,5.0,,100,deny,manual,25.49,,TRUE,TRUE,,,1,Bracelet with crystals (B11350AU),FALSE,Bracelet with crystals (B11350AU),Jewelry with Swarovski crystals fits both elegant styling and everyday look. Gold-plated bracelet. Length of the bracelet 19cm + 5cm extension.,,Woman,Adult,,Woman,Bracelet with crystals (B11350AU),new,,,,,,,,g,,,,,active
518,Necklace with delicate crystals (C11351AU),"<p>A delicate necklace with Swarovski crystals is the perfect complement to a styling for a special occasion. The length of the necklace is 43cm, including the 11cm element. Extension length 9 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Necklace with delicate crystals (C11351AU),,,,,5900601145641,6.0,,100,deny,manual,25.98,,TRUE,TRUE,,,1,Necklace with delicate crystals (C11351AU),FALSE,Necklace with delicate crystals (C11351AU),"A delicate necklace with Swarovski crystals is the perfect complement to a styling for a special occasion. The length of the necklace is 43cm, including the 11cm element. Extension length 9 cm.",,Woman,Adult,,Woman,Necklace with delicate crystals (C11351AU),new,,,,,,,,g,,,,,active
524,Plate clips (E11395AU),"<p>Clips are a great solution for women who do not wear earrings. We have many designs and sizes! Choose your favorite and show your style. Clip length 1.9cm, width 1.6cm. Gold-plated clips.</p>",Colibra,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",Clips,Clips,TRUE,Title,Plate clips (E11395AU),,,,,5900601148970,7.0,,100,deny,manual,10.29,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/524/1474-Klipsy-blaszki-E11395AU-524-E11395AU.jpg,1,Plate clips (E11395AU),FALSE,Plate clips (E11395AU),"Clips are a great solution for women who do not wear earrings. We have many designs and sizes! Choose your favorite and show your style. Clip length 1.9cm, width 1.6cm. Gold-plated clips.",,Woman,Adult,,Woman,Plate clips (E11395AU),new,,,,,,,https://drop.seltu.pl/images/colibra/524/1474-Klipsy-blaszki-E11395AU-524-E11395AU.jpg,g,,,,,active
524,Plate clips (E11395AU),"<p>Clips are a great solution for women who do not wear earrings. We have many designs and sizes! Choose your favorite and show your style. Clip length 1.9cm, width 1.6cm. Gold-plated clips.</p>",Colibra,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",Clips,Clips,TRUE,Title,Plate clips (E11395AU),,,,,5900601148970,7.0,,100,deny,manual,10.29,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/524/3646-Klipsy-blaszki-E11395AU-524-E11395AU.jpg,2,Plate clips (E11395AU),FALSE,Plate clips (E11395AU),"Clips are a great solution for women who do not wear earrings. We have many designs and sizes! Choose your favorite and show your style. Clip length 1.9cm, width 1.6cm. Gold-plated clips.",,Woman,Adult,,Woman,Plate clips (E11395AU),new,,,,,,,https://drop.seltu.pl/images/colibra/524/1474-Klipsy-blaszki-E11395AU-524-E11395AU.jpg,g,,,,,active
529,Necklace with a refined pearl (C11458AU),<p>Feminine and incredibly beautiful jewelry for any occasion. Length 48cm. Element size 3.3 cm x 1.2 cm. Gold-plated necklace.</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Necklace with a refined pearl (C11458AU),,,,,5900601151437,5.0,,100,deny,manual,13.72,,TRUE,TRUE,,,1,Necklace with a refined pearl (C11458AU),FALSE,Necklace with a refined pearl (C11458AU),Feminine and incredibly beautiful jewelry for any occasion. Length 48cm. Element size 3.3 cm x 1.2 cm. Gold-plated necklace.,,Woman,Adult,,Woman,Necklace with a refined pearl (C11458AU),new,,,,,,,,g,,,,,active
